BenTre,13-11-2018,788472,54262,66035,96105,04125,52276,50680,33419,36614,73642,31146,50365,7419,4790,6364,5739,430,04
BenTre,13-11-2018,788472,54262,66035,96105,04125,52276,50680,33419,36614,73642,31146,50365,7419,4790,6364,5739,430,04
BenTre,06-11-2018,719393,95634,73160,35343,20525,45670,90855,88461,70863,29682,95384,21257,9674,6118,6960,9637,489,12
BenTre,30-10-2018,130986,14301,48993,70044,69761,66633,45514,74158,15355,26466,39135,31637,4778,2771,1978,9378,796,73
BenTre,23-10-2018,010421,94730,45087,56058,20403,40881,94468,51810,49050,65247,90927,11989,5222,1686,3802,0561,864,36
BenTre,16-10-2018,093158,76666,77439,93849,55913,60150,29711,57919,14140,89649,62236,24696,2540,9158,6106,5934,643,67
BenTre,09-10-2018,085979,89543,16156,66098,25068,95223,65352,88839,03260,66564,54782,15587,5132,1789,5991,9853,232,10
BenTre,02-10-2018,051058,89149,04035,71700,48944,37216,98839,34044,99565,40233,02227,03310,9597,7126,4198,0956,284,00
BenTre,25-09-2018,228614,95721,83253,10965,99115,13434,25273,93598,64834,27939,75229,07497,2766,3157,6391,9108,279,72
BenTre,18-09-2018,239740,05251,09611,69106,81436,13538,01283,98135,05606,81670,96940,97134,7248,4114,8744,2939,574,63
BenTre,11-09-2018,651987,01888,24599,02133,85231,31234,59359,04559,46807,19513,02082,08473,2637,5454,0458,1844,502,15
BenTre,04-09-2018,824517,92252,18799,20632,37702,31464,87502,87199,37333,92083,29733,60222,3948,1306,8349,5024,089,06
BenTre,28-08-2018,635933,91214,69944,15770,62991,18928,39633,96741,93244,51763,57743,89166,9265,9448,2686,5654,264,75
BenTre,21-08-2018,989635,55326,03134,32043,46778,52027,96632,20095,74618,82685,90020,72546,6784,0628,3741,7381,641,92
BenTre,14-08-2018,064914,82037,52592,05001,27397,03308,31596,34044,98357,03355,24359,25054,4273,7599,0987,7659,055,44
BenTre,07-08-2018,101899,07367,71143,07160,98842,23283,59246,71552,23379,01809,82428,57987,4614,2154,2835,6611,731,38
BenTre,31-07-2018,999039,91602,82903,03596,21708,79214,12026,13439,02320,86906,59203,51301,5439,1410,1971,6142,880,22
BenTre,24-07-2018,632320,57734,77268,63281,00524,67183,59755,03126,60685,11538,07994,87027,9506,6264,1999,1095,740,78
BenTre,17-07-2018,363551,96340,36704,30162,73099,73833,25293,57796,29992,65295,16019,80303,3878,6585,5780,8717,363,45
BenTre,10-07-2018,637680,10568,16046,95258,32282,61497,01339,16767,23192,70835,84240,73969,5698,9823,8115,2756,884,96
BenTre,03-07-2018,871419,27643,88979,32686,67468,54834,94800,11056,93070,77350,38519,37176,2502,7140,4388,2446,823,69
