LongAn,17-11-2018,465810,73897,68218,94794,97673,77149,53764,03922,45437,89492,66879,98092,4238,4315,7446,0930,444,73
LongAn,10-11-2018,282213,24421,28363,47625,92885,03080,13688,22642,37463,18928,09645,06293,4087,2336,1139,5745,863,71
LongAn,03-11-2018,292180,68132,33862,46546,27579,73834,90454,49470,72487,54013,54758,30482,7897,7686,8779,3614,373,08
LongAn,27-10-2018,483866,32774,68546,54350,52520,66945,77708,42455,42805,56444,91910,58707,8136,0875,7167,0801,591,24
LongAn,20-10-2018,111048,37537,39974,66863,60373,70983,84039,13874,83401,72148,41017,48744,3504,8832,7949,3426,232,61
LongAn,13-10-2018,196096,95197,44575,03364,54465,88404,76235,42977,65157,62294,26125,67643,5471,6077,6789,5830,679,14
LongAn,06-10-2018,855961,33485,82850,18253,38763,26678,87944,73999,12266,22944,28623,63801,6990,6606,0654,7400,783,68
LongAn,29-09-2018,272299,30316,47063,46887,23386,14243,78052,44862,09307,86156,04831,79275,8577,7758,0014,9294,318,52
LongAn,22-09-2018,002093,94289,92069,06025,57739,03178,65433,80987,45255,03722,62909,72456,4917,0169,6337,5275,138,27
LongAn,15-09-2018,449668,25973,03440,18654,40094,15228,43812,90377,90679,16559,46927,43754,6152,6446,4801,5878,676,03
LongAn,08-09-2018,727269,03492,25447,64707,24480,13338,32880,79050,35355,74373,97162,70434,9080,4577,7839,0817,476,70
LongAn,01-09-2018,042192,75133,09813,27407,40676,66545,69341,22298,12364,49623,53977,41467,0999,7370,2996,5818,004,68
LongAn,25-08-2018,841926,16067,64910,64567,66442,41084,39574,88755,56876,39722,92221,04479,0279,2996,6526,2646,369,07
LongAn,18-08-2018,747089,77723,64701,80004,68367,97217,78169,43074,53155,07076,76981,50246,2206,7491,0704,2853,345,08
LongAn,11-08-2018,764384,41273,41234,13659,48770,22485,18554,48584,27438,55776,63706,47850,3064,7125,6481,6068,393,52
LongAn,04-08-2018,479236,90770,27476,01451,28941,34010,45497,98812,95932,98988,31990,79987,7042,1713,3528,8326,713,67
LongAn,28-07-2018,211259,33517,19469,92799,79520,06162,36330,78754,19361,33084,32135,42355,8233,2778,3576,9478,518,55
LongAn,21-07-2018,348068,46504,02906,39726,56764,32664,13607,66723,59368,78224,83268,55925,7843,6315,6844,7598,911,45
LongAn,14-07-2018,442422,81073,33764,81570,87938,41250,30054,48471,17068,55842,03494,95326,8968,0730,3688,8343,088,57
LongAn,07-07-2018,594675,75585,47595,71312,61774,23094,91317,64786,21941,31327,90752,47357,5675,0247,6124,8733,470,73
LongAn,30-06-2018,312445,31913,76789,77985,41431,07994,42561,19711,96945,76827,94359,98427,3517,3388,6841,0284,650,80
LongAn,23-06-2018,336236,33401,61364,72763,99882,70603,74265,76547,92448,92822,93571,50061,4394,2666,7146,0630,600,61
LongAn,16-06-2018,614857,45023,75081,97183,49157,11095,29055,84444,67765,94817,85164,40828,7257,5395,2277,8931,863,95
LongAn,09-06-2018,297752,06757,11277,46566,67638,10681,21589,11063,73462,38191,14860,65543,2819,6898,8614,4318,936,69
LongAn,02-06-2018,066836,61873,49427,22005,69746,70675,74200,50878,71473,97665,32195,39239,3107,0412,2447,3245,478,13
LongAn,26-05-2018,218256,40498,60715,65669,55900,23733,74779,79634,48910,41246,15485,62921,5370,6139,0604,4877,171,55
LongAn,19-05-2018,837750,61654,77597,73601,41346,19768,39593,20176,30489,56486,35945,43822,3501,6800,7666,9936,844,72
LongAn,12-05-2018,425911,85610,77693,92903,26848,54361,79375,28698,45210,36092,51498,22663,2610,3501,3015,2676,280,80
LongAn,05-05-2018,572903,63360,49272,46351,66340,46016,81722,07227,62427,49270,31513,93637,9244,7118,9208,5086,267,06
LongAn,28-04-2018,697378,71093,87464,71468,61826,34645,31846,81206,26354,45719,49736,97279,5573,4247,5661,1375,860,41
LongAn,21-04-2018,981394,60539,97596,77194,96122,84593,41033,72913,41734,36332,04477,15456,9145,8520,7768,8989,165,31
LongAn,14-04-2018,825634,05810,57576,47474,89451,07284,16249,87462,05199,05823,68801,75366,9234,0978,4444,8367,353,01
LongAn,31-03-2018,600987,44431,60797,71333,71821,86733,78331,31730,36495,18923,16181,33373,6920,2456,7724,8835,458,01
LongAn,24-03-2018,436211,01234,84816,03970,85066,06857,02872,16813,02751,39744,13561,09001,0247,6239,2013,2004,663,60
LongAn,17-03-2018,353471,34235,00400,85791,12969,60575,34577,81314,44948,85766,01118,46090,0342,4513,8685,9943,707,01
LongAn,10-03-2018,465282,06249,03237,95440,26474,75096,65163,52388,94452,53546,62600,33670,8082,7710,5583,9848,751,28
LongAn,03-03-2018,228962,37442,49769,72664,40028,41629,92703,22200,22245,38418,34715,45863,6670,9422,2304,1777,572,35
LongAn,24-02-2018,794393,80991,95192,07393,72187,95740,65886,97974,70894,35235,74024,88208,3858,8716,9679,0786,338,94
LongAn,17-02-2018,068586,20577,82306,81984,06958,90566,60147,27996,38620,34954,47761,37411,4791,1370,5626,8206,629,97
LongAn,10-02-2018,985816,01753,42372,11506,81040,98374,18491,56834,63012,66863,55603,12266,5032,6537,5205,1985,208,62
LongAn,03-02-2018,585969,72138,08830,80043,95009,90880,77857,26799,90525,76133,05125,74452,5525,3878,6446,0494,405,81
LongAn,27-01-2018,619207,42016,00532,61765,12364,24701,79072,22302,04410,58411,79319,49660,0798,4140,9655,8506,343,63
LongAn,20-01-2018,031091,36374,16465,98621,71792,08264,56485,62379,64402,13155,95920,78145,9602,6460,8746,1676,842,16
LongAn,13-01-2018,527008,67734,00201,67623,32920,64113,51576,54463,92473,16231,01989,35105,1329,9115,1239,0790,549,82
LongAn,06-01-2018,405014,75870,58115,70774,26121,47266,13449,44905,31067,82005,05154,30640,6423,8242,3800,2535,176,96
LongAn,30-12-2017,243203,09776,04941,39516,86698,21743,42808,91790,48061,85894,71527,65919,3467,5936,0959,9726,456,78
LongAn,23-12-2017,468484,84761,15397,10747,47655,95712,36030,74293,31545,10501,25969,93204,7946,7845,4532,2765,446,76
LongAn,16-12-2017,100747,92684,10845,57318,97442,51901,96914,69931,74582,85063,66835,73975,4027,5860,0276,1382,775,56
LongAn,09-12-2017,143479,29141,69666,26750,03006,66913,60404,79041,04914,35607,67412,67721,5626,1696,0067,5778,488,72
LongAn,02-12-2017,182526,03484,20393,04140,43815,60380,36834,55373,44824,31647,58321,95545,2192,4469,5526,1999,863,20
LongAn,25-11-2017,408077,62534,13179,53738,96591,94844,38409,70178,74584,78099,80746,35607,8168,2531,0806,7430,554,50
LongAn,18-11-2017,678289,33230,28875,77697,82946,86734,94621,46535,37356,01203,63035,41863,9583,6869,0587,7676,829,28
LongAn,11-11-2017,030563,36691,49705,80503,64753,96550,58551,70045,14411,97766,79433,05570,1260,8067,4478,7551,344,58
LongAn,04-11-2017,581420,57389,63193,40348,33427,47427,32473,00538,41681,57209,40160,51533,6020,2325,8739,8793,470,92
LongAn,28-10-2017,338632,81289,95666,01743,73430,24906,76618,89407,81066,53963,74944,76347,1379,3669,7805,6479,341,71
LongAn,21-10-2017,242726,37677,69103,44441,18453,17935,39159,01030,96499,27949,98695,23167,0741,1666,8172,2787,821,16
LongAn,14-10-2017,715563,39421,79714,90464,13025,54655,05839,66642,92386,32845,32181,64703,5039,0870,8327,3920,387,77
LongAn,07-10-2017,302482,33944,92362,96278,83117,62260,14540,82363,27075,52081,79034,94995,7443,4394,7375,1770,782,07
LongAn,30-09-2017,373530,64829,71745,32122,85448,45347,14278,87499,09429,99612,62064,10689,1378,8524,0518,0177,679,48
LongAn,23-09-2017,265864,99331,67607,60803737228,17271,41218,40267,75248,76644,52068,84644,6312,3780,9295,3494,270,34
LongAn,16-09-2017,564706,60167,11212,19472,52076,17462,19402,39428,08642,14888,64038,05364,5748,3265,5817,1568,746,66
LongAn,09-09-2017,696357,37813,21674,69233,34650,29793,56963,80158,26923,02622,76209,33569,9689,0343,4543,3167,087,59
LongAn,02-09-2017,103961,59275,44217,38302,28482,59646,91601,73321,32897,14794,56626,55822,1022,1875,8442,8793,370,72
LongAn,26-08-2017,657608,38464,59452,33493,68836,46846,17859,56179,10540,64394,59154,54876,8539,0513,7908,8416,742,60
LongAn,19-08-2017,383727,47953,86931,62077,92095,79855,54820,85701,07564,14051,79277,64831,6844,8859,5096,1276,826,24
LongAn,12-08-2017,334195,31251,42660,72062,55603,36648,07158,48796,41030,04833,90048,84280,6387,8882,6592,6016,810,92
LongAn,29-07-2017,866376,12304,20367,41817,06407,17997,29638,30608,57859,79930,61402,39264,9712,5256,4441,6246,485,38
LongAn,22-07-2017,257058,04096,60724,42799,44039,39378,79570,56320,63960,15779,65442,55916,2405,7638,2136,9890,781,27
LongAn,15-07-2017,344803,01128,30534,94670,36370,77528,35787,33810,18324,97765,96488,92875,3964,5830,2789,0860,273,90
LongAn,08-07-2017,795943,66599,48746,45611,95146,65203,99358,46764,67260,47506,34803,52353,6390,1088,1191,9060,466,51
LongAn,01-07-2017,256918,33145,20482,83576,56308,86330,80871,88900,93732,93459,00746,18051,8268,7459,2038,9972,050,34
LongAn,24-06-2017,539560,54734,40763,31038,53763,69061,35192,38194,26029,46037,87407,21739,1542,3833,7518,3934,041,21
LongAn,17-06-2017,550013,50470,02292,73447,20936,96467,82756,31978,44180,67408,93461,79749,4544,3098,9039,2346,961,50
LongAn,10-06-2017,484401,00000,08006,34555,18365,92429,07705,53204,36376,77649,47934,79890,4971,8024,1321,6193,079,45
LongAn,03-06-2017,262188,60783,21864,54443,65195,32340,23178,45066,05035,51507,54303,49063,9556,5040,3887,8080,392,47
LongAn,27-05-2017,192292,98671,68494,02725,12244,16696,44730,82973,01228,73278,87840,71239,0647,4597,4069,0556,947,40
LongAn,20-05-2017,477414,32192,77637,45471,60673,93564,05759,31634,59450,96387,55990,02839,0898,2877,0610,2571,359,47
LongAn,06-05-2017,387667,14769,30753,56424,36941,39308,07639,16226,10108,04374,78140,46458,9897,4376,1357,9037,219,08
LongAn,29-04-2017,629682,63568,44445,17937,92030,27052,55383,30629,42110,38388,64494,44484,7384,2782,5757,8215,319,39
LongAn,22-04-2017,116814,68417,63156,01808,36244,68007,31721,41573,64231,77248,60632,51465,3075,5224,0204,7632,617,50
LongAn,15-04-2017,853787,37823,03671,36446,74546,62748,91647,38816,30889,15030,63042,38341,5447,1602,7440,5518,459,96
LongAn,08-04-2017,573700,69475,38052,56386,90365,57713,33270,84634,61922,89402,40308,04062,7005,0362,8947,3039,649,39
LongAn,01-04-2017,188131,18397,44163,69461,80072,28903,19298,66747,60797,43946,58621,04834,2206,3972,4779,7691,028,08
LongAn,25-03-2017,258077,96424,58314,57025,74573,29329,80309,48154,46021,37565,95656,35118,9804,7126,0044,0240,735,61
LongAn,18-03-2017,773934,93062,51768,23433,29787,95385,75263,85551,04091,26882,23705,74004,1504,3046,8968,2536,179,36
