AnGiang,25-07-2019,506152,27053,13046,76452,21297,60628,82429,10199,17354,20770,67948,82941,6386,5077,6960,0435,685,06
AnGiang,18-07-2019,364736,40988,56734,05720,76955,11700,72224,03463,52403,40453,83008,71816,9468,9192,6072,9069,723,64
AnGiang,11-07-2019,517418,68169,59411,92924,15109,78519,89810,49788,12842,83762,44795,54039,9783,6683,6689,4658,263,76
AnGiang,04-07-2019,779579,28092,74810,67133,33403,79046,10859,70502,85022,40168,72138,12606,2784,6074,9329,9103,136,71
AnGiang,27-06-2019,269873,54728,95147,38906,60541,21023,32181,41148,89792,35578,90193,50672,3794,0684,0136,8479,261,72
AnGiang,20-06-2019,090052,87865,28545,19412,83273,91389,96443,29357,86661,91015,12484,64095,1461,3850,8628,7123,744,53
AnGiang,13-06-2019,380259,81140,42657,58665,91961,11239,88446,61936,60999,63190,08841,63054,1776,6501,7550,6713,409,95
AnGiang,06-06-2019,147502,00568,01411,25330,79117,33361,29591,46953,08474,58246,56448,71196,2943,8555,3558,0642,355,67
AnGiang,30-05-2019,840467,39797,40219,26567,00311,32479,85129,21272,38200,31288,01930,22500,4993,8106,7298,4392,588,84
AnGiang,23-05-2019,904802,83017,57532,83958,61077,69835,58605,58910,88938,78928,42778,97458,9870,0243,9952,5748,266,64
AnGiang,16-05-2019,191473,69300,93414,91904,79268,93515,02245,72615,81232,86087,12673,13447,5846,6791,4709,5064,231,75
AnGiang,09-05-2019,971592,04364,68281,62449,82435,10905,53398,50768,54546,25129,72288,93498,7473,8441,0948,1367,586,08
AnGiang,02-05-2019,002039,80780,80791,37372,56318,98101,28938,13819,39916,60230,83986,75894,2502,7752,7437,7124,278,36
AnGiang,25-04-2019,674990,83770,42488,83691,98567,71873,88045,32357,03485,37527,63093,34178,5290,0052,1438,7449,683,14
AnGiang,18-04-2019,548238,22354,32118,30528,79376,67182,77446,12536,06884,21329,01389,18423,4110,6387,9044,8662,902,16
AnGiang,11-04-2019,805535,72610,41124,61621,96065,20046,85456,20864,11498,53665,09797,89245,4854,9164,1174,9377,911,60
AnGiang,04-04-2019,372154,09420,81555,83381,56105,25722,77621,82919,75270,96677,55070,64559,4125,4782,8879,9051,344,34
AnGiang,28-03-2019,636659,71074,63253,06919,25684,53412,78600,28261,88113,06283,04831,29537,8711,2571,7675,6657,015,81
AnGiang,21-03-2019,301299,75194,67558,64940,01942,21488,63722,46666,62809,05525,79855,55971,7061,2237,7863,9036,916,31
AnGiang,14-03-2019,993561,09866,46785,67933,11627,46259,33714,10985,51424,79684,02185,64821,9889,6614,7982,1560,392,78
AnGiang,07-03-2019,278929,39502,88549,54105,68703,05605,27679,28662,27923,17015,13564,84333,4181,9279,3198,3312,912,36
AnGiang,28-02-2019,259641,94270,42709,89984,86992,05637,20718,87625,46928,16222,62628,90240,5885,1693,8987,2997,296,16
AnGiang,21-02-2019,769718,70688,56217,40825,36028,54372,95207,16517,19540,16193,16115,78251,5368,5551,3771,8584,815,36
AnGiang,14-02-2019,845513,30754,65616,27287,89287,52626,02493,35304,18143,86280,39725,99657,3735,2957,9688,1844,360,15
AnGiang,07-02-2019,965894,94999,77759,29034,05239,56504,19456,42020,44560,84088,63615,56105,0601,6291,6711,0319,540,19
AnGiang,31-01-2019,871306,10134,39833,25467,00991,96895,22834,74625,75888,70856,21685,22506,0514,9896,5211,0011,882,23
AnGiang,24-01-2019,605839,14889,67399,88348,16082,61627,67268,44361,64095,41559,27015,78510,2802,2742,5882,2451,346,14
AnGiang,17-01-2019,826694,49448,19776,52365,93537,18353,91282,16142,32860,08853,67217,37591,7063,2742,6546,0694,061,24
AnGiang,10-01-2019,855373,44930,71737,26221,21319,99481,92893,31405,25745,95881,49216,66346,9819,5571,4682,2405,009,85
AnGiang,03-01-2019,879353,95753,76768,41205,31698,40180,58798,83766,84081,58418,94589,71057,5591,5375,8738,3002,131,62
AnGiang,20-12-2018,615780,16542,01753,92600,90374,32339,06647,64332,42756,76506,63497,24500,3938,0821,1400,6907,067,76
AnGiang,13-12-2018,402839,27973,45317,25083,70121,48679,88620,52961,75053,04937,57391,80700,1581,8676,9392,1167,872,97
AnGiang,06-12-2018,875712,79294,38456,84640,48570,74848,34461,27036,81169,34325,89667,65505,3294,5556,0496,9145,397,54
AnGiang,29-11-2018,584623,97075,25741,35235,57608,97507,93837,99311,54982,74773,39456,51718,6042,3207,9325,8551,390,17
AnGiang,22-11-2018,886042,43952,38908,37812,70965,01463,60294,53354,73549,06360,71045,91496,6171,0962,4113,1446,385,69
AnGiang,15-11-2018,765280,87460,56027,28316,81159,54057,07512,99920,10516,03653,38095,30851,9101,0232,2456,1797,509,98
AnGiang,08-11-2018,350128,19314,71926,70983,31832,79185,94938,06481,00861,66948,30156,96298,2390,2369,2016,7648,292,97
AnGiang,01-11-2018,041260,31647,30759,97373,08224,35772,20565,55380,10921,79205,68790,30879,4303,4401,8017,0828,456,89
AnGiang,25-10-2018,046992,01774,94159,38063,23857,11724,10893,73375,01325,38315,94572,52387,1304,9743,3628,1500,082,18
AnGiang,18-10-2018,173595,47918,35797,22177,09721,80662,65147,22439,21079,03431,68682,16304,3900,9864,0184,5588,563,71
AnGiang,11-10-2018,774041,27711,81392,42384,09700,60645,55048,39965,84987,87481,81894,28538,7807,1392,0678,5936,501,88
AnGiang,04-10-2018,146408,06925,39262,25621,70992,20050,83823,38385,11530,98454,01930,25115,6986,1296,9358,3287,307,10
AnGiang,20-09-2018,757816,56991,77138,49178,69140,87192,53245,40123,10631,60441,23929,65041,9225,1463,3830,6146,915,59
AnGiang,13-09-2018,778797,60225,28054,99772,94662,93584,90469,67821,95224,66139,79706,68410,7073,9947,9573,6653,177,88
AnGiang,06-09-2018,885660,93792,70745,51605,64867,35003,31806,54506,99249,27724,21940,38844,9835,5772,1881,1478,706,58
AnGiang,30-08-2018,562625,52693,78859,43803,68216,61724,35877,39084,48454,87509,03968,67525,2258,7647,6605,5132,129,92
AnGiang,22-08-2018,312238,58398,97995,05284,28547,10590,52463,78656,71199,06475,51218,22172,0871,4653,4606,8167,603,54
AnGiang,16-08-2018,622774,62416,81786,34548,80641,83018,48562,17120,63828,85786,14484,43360,9744,5989,9192,3301,283,00
AnGiang,09-08-2018,084980,50322,88809,79530,19926,89034,68010,78808,84925,86261,98306,36993,7345,1819,5995,8995,876,74
AnGiang,27-07-2018,492996,45699,75597,23564,25906,20920,15338,35543,48050,91566,18687,47615,7623,3337,1802,8861,853,09
AnGiang,26-07-2018,253156,42496,74599,40702,57290,00823,96504,07031,98045,29971,96617,68138,3284,8033,6936,5751,348,86
AnGiang,19-07-2018,451979,05161,00560,46038,76062,04389,02060,40101,91347,99048,45269,35551,0876,1156,7679,6460,347,14
AnGiang,12-07-2018,693029,65134,62931,01728,59791,05316,54886,34797,52146,25139,86016,09043,1751,3263,6105,4327,131,64
AnGiang,05-07-2018,185058,62662,17974,76009,18428,68438,05270,26699,19460,43516,64205,11177,3780,6391,6179,4477,829,68
AnGiang,28-06-2018,002540,46012,77019,75959,16411,63490,38558,24640,77174,96937,52261,91520,4570,4915,3023,1140,910,19
AnGiang,21-06-2018,091186,66125,08825,55897,01025,70122,81163,47969,82368,94322,12952,79238,6701,5194,2149,0586,291,82
AnGiang,14-06-2018,682341,01954,47478,84621,79134,57937,20751,58349,46085,99168,27497,99186,2004,9097,4960,9378,337,06
AnGiang,07-06-2018,893294,28353,66226,22855,38398,05640,79948,21824,14483,71873,56091,45672,1356,9620,8822,9658,356,11
AnGiang,31-05-2018,362151,31340,17371,12148,34056,40555,73554,91653,78139,50607,07009,23969,4833,2690,5992,1214,067,65
AnGiang,24-05-2018,245787,43389,93033,27754,02149,27734,70204,36634,24802,69670,29777,57372,0271,5140,3308,1360,665,69
AnGiang,17-05-2018,046984,04955,32990,91186,99520,47435,82120,74793,58931,38300,68963,42988,7802,1044,7984,2942,869,74
AnGiang,10-05-2018,450580,23741,31879,09383,08366,45457,15597,79475,32808,44451,07640,06155,2262,3623,4593,4384,932,52
AnGiang,03-05-2018,005462,12953,37368,34572,72987,20138,93334,90095,35491,35696,02050,03079,3312,0187,4573,3878,794,94
AnGiang,26-04-2018,507492,31355,93191,15280,64362,15009,83493,56786,37546,36841,56478,21562,8556,3283,3367,2634,180,09
AnGiang,19-04-2018,105489,95496,89839,07050,49325,32652,02215,34758,98637,22937,37082,03220,2591,9409,0260,0926,585,68
AnGiang,12-04-2018,296175,57050,08118,03291,22173,31445,50309,88715,62779,34675,72351,28031,0346,7343,6928,7242,685,86
AnGiang,05-04-2018,611891,93542,06706,37793,01968,46575,68416,16494,83163,95891,93058,49552,2423,0007,6370,9824,758,92
AnGiang,29-03-2018,800146,28896,66063,11391,85183,52199,25107,85110,45464,25206,51234,41104,7746,7436,7788,7991,247,33
AnGiang,22-03-2018,960415,48487,32171,46892,69380,97253,92573,97980,78750,69332,67115,35467,0601,8135,2564,2627,972,61
AnGiang,15-03-2018,576466,83019,07239,68396,09510,05087,22395,36105,04726,85980,28621,00287,8535,3003,4568,3670,096,00
AnGiang,08-03-2018,539054,51107,27966,31797,24492,68508,37074,25889,45278,76050,06841,24228,7406,1013,5141,3718,381,59
AnGiang,01-03-2018,998577,80070,75140,08002,17993,48236,20814,26116,54698,86810,86735,80393,8579,2847,2379,4852,989,68
AnGiang,22-02-2018,918800,61899,26523,52127,52991,15210,59600,37528,94612,13150,10647,35175,1708,2453,7696,5159,382,73
AnGiang,15-02-2018,351215,78689,38374,28624,99843,02551,58886,67680,13515,11885,82516,06026,4290,0458,5329,6816,059,58
AnGiang,08-02-2018,041393,19428,45590,52209,33356,78480,28374,82998,27332,25608,03976,60376,7169,9416,3251,9769,669,61
AnGiang,01-02-2018,778211,26485,61053,05200,23446,30764,11178,01594,99181,56794,96601,25213,9509,7523,2119,2565,205,17
AnGiang,25-01-2018,234226,89595,30606,22298,20963,35037,32436,23781,61577,26774,42712,53509,3956,7397,5140,9892,566,83
AnGiang,18-01-2018,517570,60312,35365,37793,96682,04185,21786,35553,00293,35503,01469,75950,6657,1138,3694,9085,276,28
AnGiang,11-01-2018,678619,56988,92203,49498,58324,56130,83369,74150,82556,49820,41003,19961,5342,6629,7227,2110,480,86
AnGiang,04-01-2018,710798,69990,09944,09708,97243,98517,84572,81284,25734,90229,54000,61120,7429,5913,4764,0946,469,52
AnGiang,28-12-2017,107879,41049,09290,33331,11184,63160,25774,15672,92556,27812,87993,91003,6993,7331,2077,7397,706,92
AnGiang,21-12-2017,177692,48429,72360,69999,40355,09687,79618,07189,40828,65703,25293,51515,9405,9712,3876,5753,014,48
AnGiang,14-12-2017,714452,45738,04027,26475,26553,30937,10993,60910,54076,10285,34215,84515,8870,1116,9605,1071,108,31
AnGiang,07-12-2017,095880,97369,64221,86323,10247,41550,07332,42127,83335,03865,86576,60622,8956,6062,0644,2822,771,19
AnGiang,30-11-2017,246669,33508,23870,47921,48163,91035,02763,03086,26773,50250,04117,13402,5116,2284,2179,7857,430,83
